institution,project_id,country,title,description,amount_original,original_currency,amount_eur,amount_usd,approval_date,approval_year,closing_date,status,sector,instrument_type,public_private,implementing_entity,source_url,financial_intermediary,guarantee_blended,eu_alignment,humanitarian_dev
Chinese donors,91970,Equatorial Guinea,Chinese Government provides RMB 20 million interest-free loan — via ETCA — for unspecified purpose,"On December 19, 2007, the Chinese Government and the Government of Equatorial Guinea signed an Economic and Technical Cooperation Agreement (ECTA), which committed an RMB 20 million interest-free loan for unspecified purposes.   According to the Autonomous Fund for Amortization of Public Debt (Caja ",4731036.6873655,USD (2021 constant),3452052.0,4731036.6873655,2007-01-01,2007.0,,Active,governance,loan,public,China Ministry of Commerce,,no,no,,development
Chinese donors,91973,Equatorial Guinea,Chinese Government provides RMB 30 million interest-free loan — via ETCA — for unspecified purpose,"On April 1, 2007, the Chinese Government and the Government of Equatorial Guinea signed an Economic and Technical Cooperation Agreement (ECTA), which committed an RMB 30 million interest-free loan for unspecified purposes.   According to the Autonomous Fund for Amortization of Public Debt (Caja Autó",7096555.03104825,USD (2021 constant),5178077.0,7096555.03104825,2007-01-01,2007.0,,Active,governance,loan,public,China Ministry of Commerce,,no,no,,development
Chinese donors,231,Gabon,Chinese Government provides grant for Bongoville Municipal Road Rehabilitation Project,"In 2007, the Chinese Government provided a grant to the Government of Gabon for the Bongoville Municipal Road Rehabilitation Project. The monetary value of this grant is unknown. The project involved the rehabilitation 17 roads in the city of Bongoville measuring 9.96 km in length.  China Geo-Engine",0.0,USD (2021 constant),0.0,0.0,2007-01-01,2007.0,,Closed,transport,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,285,Gabon,Agricultural assistance with FAO,"During the Beijing summit in 2007, the Chinese government, Gabon, and the FAO signed the South-South Cooperation Tripartite Agreement. China committed and fielded over 30 agricultural experts for this project between 2007 and 2009. Areas of activities and applied technologies involved in this projec",0.0,USD (2021 constant),0.0,0.0,2007-01-01,2007.0,,Closed,governance,technical assistance,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,532,Gabon,Medical aid during Peace Angel 2009 (linked to ID#286 and ID#23566),"During Peace Angel 2009, held June 21-28, 2009 in Makokou, Ogooue-Ivindo Province, the Chinese Academy of Military Medical Sciences, the Bai Qiuen [Norman Bethune] International Peace Hospital, and the Gabonese Military, jointly diagnosed and treated over 18,000 people within the space of five days,",0.0,USD (2021 constant),0.0,0.0,2007-01-01,2007.0,,Closed,fragility and conflict,technical assistance,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,658,Gabon,Chinese Government provides grant for Primary School Construction Project,"On August 31, 2007, the Chinese Government and the Government of Gabon signed an exchange of letters related to a Primary School Construction Project. The monetary value of the grant commitment from China’s Ministry of Commerce for this project is unknown. The project involved the construction of tw",0.0,USD (2021 constant),0.0,0.0,2007-01-01,2007.0,,Closed,education,grant,public,China Ministry of Commerce,,no,no,,development
Chinese donors,35205,Gabon,China donates Anti-Malaria Medicine to Gabon (first batch),"On February 20, 2007, China handed over 132 boxes of anti-malaria medicine to the government of Gabon. Beijing Huali Ketai Pharmaceutical Co., Ltd. was responsible for providing the medicine.",0.0,USD (2021 constant),0.0,0.0,2007-01-01,2007.0,,Closed,health,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,60413,Gabon,Chinese Government provides RMB 29.8 million loan for Gabonese Radio and Television Channel (RTG 1) Building Construction Project,"In 2007, the Chinese Government provides an RMB 29,808,000 loan to the Government of Gabon for the Gabonese Radio and Television Channel (RTG 1) Building Construction Project. This project involved the construction of the headquarters of Gabonese Radio and Television Channel (RTG 1) — also known as ",7051137.07884954,USD (2021 constant),5144938.0,7051137.07884954,2007-01-01,2007.0,,Closed,governance,loan,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,88146,Gabon,"National People's Congress of China donates office supplies worth RMB 500,000 in 2007","On May 18, 2007, the handover ceremony of office supplies presented by the National People's Congress of China to the National Assembly of Gabon was held. The Chinese Ambassador to Gabon Xue Jinwei and the Speaker of Gabon's National Assembly Guy Nzouba Ndama attended the ceremony and signed the han",118275.917184137,USD (2021 constant),86301.0,118275.917184137,2007-01-01,2007.0,,Closed,governance,grant,public,National People's Congress of the People's Republic of China,,no,no,,development
Chinese donors,234,Mali,Chinese Government provides RMB 345.9 million grant for China-Mali Friendship Bridge Construction Project,"On August 1 and 8, 2007, the Chinese and Malian governments signed an exchange of notes in which the Chinese Government agreed to fund several foreign aid projects, including the China-Mali Friendship Bridge Construction Project in Bamako.   The project involved the construction of a two-way, four-l",81823279.5079864,USD (2021 constant),59703232.0,81823279.5079864,2007-01-01,2007.0,,Closed,transport,grant,public,China Ministry of Commerce,,no,no,,development
Chinese donors,30666,Mali,China signs Economic and Technical Cooperation Agreement loaning 20 million RMB interest-free to Mali,"Between 4 and 6 November 2006 during the Sino-African Summit in Beijing, Malian President Amadou Toumani Toure and Chinese President Hu Jintao witnessed the signing of five agreements including an Economic and Technical Cooperation Agreement (ETCA) in which China committed to loan 20 million RMB int",4731036.6873655,USD (2021 constant),3452052.0,4731036.6873655,2007-01-01,2007.0,,Pipeline: Commitment,digital,loan,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,30669,Mali,China provides 30 million RMB loan for Economic and Technical Cooperation Agreement,"On March 29, 2007, China and Mali signed an agreement on Economic and Technical Cooperation (ETCA) (中华人民共和国政府和马里共和国政府经济技术合作协定) for 30 million RMB (approximately 2.318 billion FCFA). It is unclear whether these funds were disbursed or how they were earmarked in the agreement. _x000D_ ",7096555.03104825,USD (2021 constant),5178077.0,7096555.03104825,2007-01-01,2007.0,,Pipeline: Commitment,private sector development,loan,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,30670,Mali,China provides Mali 10 million RMB interest-free loan through economic and technical cooperation agreement ,"On December 13, 2007, China and Mali signed an economic and technical cooperation agreement (ETCA) that provided Mali with a 10 million RMB interest-free loan. On the same day, China and Mali signed a separate ETCA for a 10 million RMB grant, which is captured by project #30673. ",2365518.34368275,USD (2021 constant),1726026.0,2365518.34368275,2007-01-01,2007.0,,Pipeline: Commitment,digital,loan,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,30672,Mali,China signs Economic and Technical Cooperation Agreement granting 20 million RMB to Mali,"On 5 July 2007, the Chinese Ambassador and Mali Minister of Foreign Affairs signed an Economic and Technical Cooperation Agreement (ETCA) granting 20 million RMB to Mali for unspecified purposes. _x000D_ _x000D_ ",4731036.6873655,USD (2021 constant),3452052.0,4731036.6873655,2007-01-01,2007.0,,Pipeline: Commitment,digital,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,35220,Mali,"China Donates 100,000 RMB of Medical Equipment to Mali (linked to #59534)","From October 19th to 23rd, 2007, a delegation from the Zhejiang Province Health Department visited the 20th Medical Team in Mali (Project #59534) and donated medical equipment worth 100,000 to the team, funded by the First Affiliated Hospital of Zhejiang University. The handover ceremony for the equ",23655.1834368275,USD (2021 constant),17260.0,23655.1834368275,2007-01-01,2007.0,,Closed,health,grant,public,Zhejiang Provincial Health Department,,no,no,,development
Chinese donors,58686,Mali,Chinese Government provides supplemental funding for Bamako International Conference Center Maintenance Project (Linked to Project ID#58690),"On February 2, 2007, the Chinese Economic and Commercial Counselor in Mali and the Director of the Bamako International Conference Center (Centre International De Conferences De Bamako (CICB) signed a supplementary contract for the maintenance project that began in 2005 (Project #58690). Financial d",0.0,USD (2021 constant),0.0,0.0,2007-01-01,2007.0,,Closed,governance,other,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,58793,Mali,China donates antimalarial drugs to Mali,"On April 19, 2007, the Director of the Office of the Minister of Health of Mali, Mr. Simaka, and the Secretary-General of the Ministry and the Commercial Counsellor of the Embassy of Malaysia, Zhang Youhua, signed the handover certificate for the Chinese government's donation antimalarial drugs to M",0.0,USD (2021 constant),0.0,0.0,2007-01-01,2007.0,,Closed,health,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,58800,Mali,"Chinese Minister donates 200,000 RMB of art supplies to Malian Institute of Arts and Multimedia Crafts","From December 11 to 14, 2007, during a state visit to Mali, the Chinese Vice Minister of Culture pledged to donate 200,000 RMB (over 15 million FCFA) worth of training supplies to Mali's Institute of Arts and Multimedia Crafts (Conservatoire des Arts et Métiers Multimédia Balla Fasséké Kouyaté (CAMM",47310.366873655,USD (2021 constant),34521.0,47310.366873655,2007-01-01,2007.0,,Closed,education,grant,public,China Ministry of Culture,,no,no,,development
Chinese donors,58809,Mali,Chinese Government provides RMB 10 million grant for Sévaré and M'Pèssoba Rural Schools Construction Project (Linked to Project ID#1372),"On March 29, 2007, the Chinese Government and the Government of Mali signed an exchange of letters regarding the Sévaré and M'Pèssoba Rural Schools Construction Project. Then, on June 12, 2008, the Chief of Staff of Mali’s Ministry of Housing, Land Affairs, and Town Planning Mrs. M'Baye Fadimata Thi",2365518.34368275,USD (2021 constant),1726026.0,2365518.34368275,2007-01-01,2007.0,,Closed,education,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,58818,Mali,Chinese Government cancels RMB 345.8 million of Government of Mali’s outstanding debt obligations (Linked to Project ID#1513),"On December 13, 2006, the Chinese Government and the Government of Mali signed an economic and technical cooperation agreement (ETCA), which referenced the cancellation of RMB 345,833,600 of Government of Mali outstanding debt obligations.  Then, on March 29, 2007, the Chinese Government and the Gov",81807572.4661843,USD (2021 constant),59691771.0,81807572.4661843,2007-01-01,2007.0,,Closed,governance,debt relief,public,China Ministry of Commerce,,no,no,,development
Chinese donors,59534,Mali,"Chinese Government dispatches 20th medical team to Kati, Markala, and Sikasso hospitals","Since 1968, Zhejiang Province has been sending medical teams to Mali every 2 years.   On March 13, 2007, Zhang Youhua, Economic and Commercial Counselor of the Chinese Embassy in Mali, and Bubacar Sidiki Toure, Director of the International Cooperation Department of the Ministry of Foreign Affairs a",0.0,USD (2021 constant),0.0,0.0,2007-01-01,2007.0,,Closed,health,technical assistance,public,Zhejiang Provincial Health Department,,no,no,,development
Chinese donors,60112,Mali,China donates 10 tons of rice and 5 tons of sugar to Mali for disaster relief,"On October 9th, 2007, China donated 10 tons of rice and 5 tons of sugar to Mali in response to flood disasters that occurred from July to September of that year.  The acceptance ceremony was at the Ministry of Internal Security and Civil Defense of Mali and was attended by Chinese Ambassador Zhang G",17992.643828841,USD (2021 constant),13129.0,17992.643828841,2007-01-01,2007.0,,Closed,food security,grant,public,Chinese Embassy,,no,no,,humanitarian
Chinese donors,60167,Mali,China-Mali Friendship Embroidery Training Center [Phase 3] (linked #60168 and #60174),"In an exchange of letters on June 22 and July 24 2007, China agreed to send 5 technicians to the China-Mali Friendship Embroidery Training Center (中马友谊刺绣培训中心) in Bamako to conduct a two-year training on embroidery and children’s clothing design, tailoring and sewing as part of Mali's ongoing embroid",0.0,USD (2021 constant),0.0,0.0,2007-01-01,2007.0,,Closed,education,technical assistance,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,15226,Niger,"Chinese Government provides $3.86 million grant for Général Seyni Kountché Stadium Rehabilitation Project (linked to #17839, #58481, #58486, #58493, #58503, #67415)","On 5 November, 2007, the Government of Niger and the Chinese Government signed an exchange of letters regarding the Général Seyni Kountché Stadium Rehabilitation Project.  On the same day, the two governments signed an Economic and Technical Cooperation Agreement (ETCA), which committed an RMB 40 mi",6941850.1313714,USD (2021 constant),5065195.0,6941850.1313714,2007-01-01,2007.0,,Closed,governance,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,17703,Niger,China involved in embassy housing complex project,"In November of 2007, the Minister of Equipment Harouna, Mayor Abdoulaye Issa of Niamey Commune IV, and Governor of Niamey Tahirou Amadou gave speeches that referenced 'recent, ongoing, and future' projects. One of such projects was an embassy building with a housing complex to accommodate all staff ",0.0,USD (2021 constant),0.0,0.0,2007-01-01,2007.0,,Pipeline: Pledge,social protection,other,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,17839,Niger,"Chinese Government provides $1.4 million grant for Lazaret 4 and Talladjé 5 School Construction Project (linked to #15226, #32756)","On 6 November, 2007, the Chinese Government and the Government of Niger signed an Economic and Technical Cooperation Agreement (ETCA), which commitment RMB 40 million of grant funding for the construction of two primary schools and the General Seyni Kountche Stadium Rehabilitation Project (captured ",2520223.2433596,USD (2021 constant),1838908.0,2520223.2433596,2007-01-01,2007.0,,Closed,education,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,21293,Niger,China donates Chemical Fertilizer worth 2.5 million CNY,"On February 12, 2007, the Chinese Ambassador to Niger and the Nigerian Minister of Agriculture attended the handover ceremony of China's donation of 650 metric tonnes of chemical fertilizer, worth 2.5 million CNY.  ",591379.585920688,USD (2021 constant),431506.0,591379.585920688,2007-01-01,2007.0,,Closed,agriculture,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,21414,Niger,China donates 500 metric tons of maize to Niger,"On February 6, 2007, the Chinese Ambassador to Niger and Niger's Trade and Industry Secretary attended a handover ceremony for China's donation of 500 metric tons of yellow maize.",0.0,USD (2021 constant),0.0,0.0,2007-01-01,2007.0,,Closed,food security,grant,public,Unspecified Chinese Government Institution,,no,no,,humanitarian
Chinese donors,35695,Niger,"Chinese Government dispatches 15th medical team to National Hospital of Niamey, National Zinder Hospital, and Regional Hospital Center of Maradi (linked to #58572)","China has been sending medical teams to Niger from Guangxi Province since January 1976. On June 29, 2007, the Chinese Government and the Government of Niger signed a protocol agreement, dispatching the 15th medical team to Niger. The 37-member team was was stationed at National Hospital of Niamey (l",0.0,USD (2021 constant),0.0,0.0,2007-01-01,2007.0,,Closed,health,technical assistance,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,42502,Serbia,Chinese Government provides grant for provision of computers and office equipment,"On April 18, 2007, the Chinese Government and the Government of the Republic of Serbia signed a protocol on the receipt of a batch of computers and office equipment that the Chinese Government donated to the Government of the Republic of Serbia.",0.0,USD (2021 constant),0.0,0.0,2007-01-01,2007.0,,Closed,governance,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,296,Cameroon,China Constructs Mvomeka Primary School,"In 2006, China granted CFA 480 million to Cameroon to build public school in Mvomeka. On September 27, 2007, Chinese Ambassador to Cameron Huang Changqing attended the handed over ceremony of the school.  This is part of the the cooperation agreement signed by China and Cameroon in September 2006.",1865385.68818272,USD (2021 constant),1485653.0,1865385.68818272,2006-01-01,2006.0,,Closed,education,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,31837,Cameroon,13th Chinese medical team,"China has been sending medical teams to Cameroon every two years since 1975. Shanxi Province has been responsible for sending the teams. The 13th medical team of 44 members arrived in Cameroon in July 2006. The team worked at Yaounde Gynaeco-Obstetric and Pediatric Hospital, Mbalmayo District Hospit",0.0,USD (2021 constant),0.0,0.0,2006-01-01,2006.0,,Closed,health,technical assistance,public,China Ministry of Health,,no,no,,development
Chinese donors,88002,Cameroon,"China Ministry of Culture donates supplies worth 130,000 RMB to Cameroon Ministry of Culture","On 16 May 2006, the Chinese Ministry of Culture donated supplies worth 130,000 RMB to the Cameroon Ministry of Culture (p. 105).",33133.5850666229,USD (2021 constant),26389.0,33133.5850666229,2006-01-01,2006.0,,Closed,multisector,grant,public,China Ministry of Culture,,no,no,,development
Chinese donors,32766,Central African Republic,Chinese Government provides RMB 41.2 million grant for Friendship Hospital Rehabilitation and Expansion Project,"In early October 2006, the Chinese Government and the Government of the Central African Republic signed letters of exchange related to the the Friendship Hospital Rehabilitation and Expansion Project. The Chinese Government committed RMB 41.2 million of grant funding. This project involved the rehab",10500797.7288066,USD (2021 constant),8363171.0,10500797.7288066,2006-01-01,2006.0,,Closed,health,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,34151,Central African Republic,Chinese Government provides RMB 100 million grant for Elisabeth Domitien Hospital Construction Project,"In November 2006, the Chinese Government announced that it would fund the construction of the Elisabeth Domitien Hospital in the Central African Republic at the Forum on China-African Cooperation in Beijing. The Chinese Ministry of Commerce subsequently committed an RMB 100 million grant for this pr",25487373.1281714,USD (2021 constant),20298959.0,25487373.1281714,2006-01-01,2006.0,,Closed,health,grant,public,China Ministry of Commerce,,no,no,,development
Chinese donors,36230,Central African Republic,Chinese Government dispatches 12th Chinese medical team to the Friendship Hospital in Bangui (linked to #87605),"The Chinese Government has been sending medical teams to Central African Republic every two years since 1978 (except for a 7-year pause that took place for political reasons). Zhejiang Province has been responsible for sending the teams. On 12 July 2006, the Chinese Government and the Government of ",0.0,USD (2021 constant),0.0,0.0,2006-01-01,2006.0,,Closed,health,technical assistance,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,56354,Central African Republic,China donates office equipment to Central African Republic Ministry of Education,"On September 18, 2006, the Chinese embassy donated office equipment to Ministry of Education consisting of 2 computers, 2 printers, 2 voltage regulators, and 2 electronic typewriter and fax machines. The value of the donation is unknown. ",0.0,USD (2021 constant),0.0,0.0,2006-01-01,2006.0,,Closed,education,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,56355,Central African Republic,Chinese government awards scholarships to 11 students to study in China,"In 2006, the Agence Centrafricaine de press reported that the Chinese government awarded scholarships to 11 students to study in China. The source mentions 15 offered scholarships each year, though it appears that only 11 students studied in China. It is unclear when these students arrived in China ",0.0,USD (2021 constant),0.0,0.0,2006-01-01,2006.0,,Closed,transport,scholarship,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,56368,Central African Republic,China signs ETCA with Central African Republic for interest-free loans and grants,"On December 22, 2006, China and the Central African Republic (CAR) signed a two-year agreement on China’s provision of interest-free loans and free assistance to the CAR as part of economic and technical cooperation agreement (ETCA)._x000D_ _x000D_ According to Global Insight Limited, this ETCA was ",0.0,USD (2021 constant),0.0,0.0,2006-01-01,2006.0,,Pipeline: Commitment,digital,other,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,56519,Central African Republic,China grants anti-malaria drugs worth 52 million CFA Francs to the Central African Republic,"On September 9, 2006, China and the Central African Republic (CAR) signed letters of exchange for the Chinese donation of 52 million CFA Francs worth of anti-malaria drugs to the CAR. It is unclear when the anti-malaria drugs were physically handed over to the Central African Republic.",202083.449553128,USD (2021 constant),160946.0,202083.449553128,2006-01-01,2006.0,,Pipeline: Commitment,health,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,56530,Central African Republic,"CMEC pledges to provide farmers in Central African Republic with more than 10,000 plows","On August 21, 2006, the China National Machinery Equipment Import Corporation (CMEC) pledged to provide farmers with more than 10,000 plows. The value of the donation and current status of the project are unknown. Implementation details are unavailable for the project, making it unclear if it has pr",0.0,USD (2021 constant),0.0,0.0,2006-01-01,2006.0,,Pipeline: Pledge,transport,grant,public,China National Machinery and Equipment Import & Export Corporation,,no,no,,development
Chinese donors,87605,Central African Republic,"Chinese Government donates equipment worth RMB 800,000 to Central African Republic for 12th medical team (linked to #36230)","On 12 July 2006, the Chinese Government signed a protocol agreement dispatching the 12th medical team to the Central African Republic for two years (see ProjectID#36230). According to Article X of this agreement, China was to provide medicines and equipment worth 400,000 RMB for each year (2006-2007",203898.985025371,USD (2021 constant),162392.0,203898.985025371,2006-01-01,2006.0,,Closed,health,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,56130,Chad,Chinese Government provides grant for Phase 1 of Agricultural Project (Linked to #56133),"In 2006, China’s Ministry of Commerce provided a grant to the Government of Chad for Phase 1 of the Agricultural Project. The monetary value of this grant commitment is unknown. The project involved the provision of technical guidance; the repair of farmland water conservancy facilities in a 3,000-h",0.0,USD (2021 constant),0.0,0.0,2006-01-01,2006.0,,Closed,water and sanitation,grant,public,China Ministry of Commerce,,no,no,,development
Chinese donors,56556,Chad,China awards Chinese Government Scholarships to 20 Chadian students in 2006,"In 2006, 20 students from Chad were awarded the 2006-2007 Chinese Government Scholarship. This helped finance each student's study abroad at various universities in China. The value of each scholarship is unknown.",0.0,USD (2021 constant),0.0,0.0,2006-01-01,2006.0,,Closed,transport,scholarship,public,China Ministry of Education,,no,no,,development
Chinese donors,56558,Chad,Chinese Government dispatches 7th medical team to China-Chad Friendship Hospital,"In 1978, Jiangxi Province sent the first Chinese medical team to Chad. Chinese medical teams suspended their activities in Chad between 1979 and 1989, resumed their activities between 1989 and 1997, suspended their activities between 1997 and 2006, and resumed their activities from 2006 onward.   In",0.0,USD (2021 constant),0.0,0.0,2006-01-01,2006.0,,Closed,health,technical assistance,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,56565,Chad,China sent 14 agricultural experts to Chad in 2006,"On April 27, 2007, Wang Yingwu and State Secretary of the Ministry of Foreign Relations Altman signed an exchange of letters on agricultural technology cooperation on behalf of their respective governments. The Chinese side agreed to send 14 agricultural technicians to help Cha implement irrigation ",0.0,USD (2021 constant),0.0,0.0,2006-01-01,2006.0,,Closed,governance,technical assistance,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,1060,Congo Republic,Chinese Government provides CFA 2.3 billion grant for Oyo Water Supply Project,"In June 2006, the Chinese Government signed a grant agreement with the Government of the Republic of Congo for the Oyo Water Supply Project. China’s Ministry of Commerce (MOFCOM) was the source of grant funding and it reportedly committed CFA 2.3 billion in total. _x000D_ _x000D_ The purpose of the ",8938306.4225422,USD (2021 constant),7118753.0,8938306.4225422,2006-01-01,2006.0,,Closed,transport,grant,public,China Ministry of Commerce,,no,no,,development
Chinese donors,1074,Congo Republic,China Eximbank provides RMB 250 million government concessional loan for MA60 Aircraft Acquisition Project,"On June 19, 2006, China Eximbank and the Republic of Congo signed an RMB 250 million government concessional loan (GCL) agreement [CHINA EXIMBANK GCL N°. 15 (2006) TOTAL No. (157)] for the MA60 Aircraft Acquisition Project. This loan was subsequently approved by a Republic of Congo decree (Decree 20",63718432.8204286,USD (2021 constant),50747398.0,63718432.8204286,2006-01-01,2006.0,,Closed,transport,loan,public,Export-Import Bank of China (China Eximbank),,no,no,,development
Chinese donors,1075,Congo Republic,China donates medical equipment to Congo,"On June 19, 2006 during Chinese Premier Wen Jiabao's visit to Congo, he presented a donation of medicines and computers to the Congolese government for use in hospitals where Chinese medical teams were serving.  The value of this donation is unknown. ",0.0,USD (2021 constant),0.0,0.0,2006-01-01,2006.0,,Closed,health,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,1076,Congo Republic,China funds scholarships for 30 Congolese students,"In an official visit to the Congo, Wen Jiabao claimed that China funds scholarships to allow over 30 Congolese students to study abroad in China per year. The commitment year or financial amount for this project is yet unknown.",0.0,USD (2021 constant),0.0,0.0,2006-01-01,2006.0,,Active,transport,scholarship,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,12892,Congo Republic,"China Eximbank provides $85 million loan for Owando-Makoua Section of Owando-Makoua-Ouesso Road (RN2) Construction Project (Linked to Project ID#60219, #72791, #72792)","On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects t",172715672.246819,USD (2021 constant),137556286.0,172715672.246819,2006-01-01,2006.0,,Closed,transport,loan,public,Export-Import Bank of China (China Eximbank),,no,no,,development
Chinese donors,59241,Congo Republic,China Eximbank provides $53 million loan for Ollombo Airport Construction Project (Linked to Project ID#60219),"On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects t",107693301.518605,USD (2021 constant),85770390.0,107693301.518605,2006-01-01,2006.0,,Closed,transport,loan,public,Export-Import Bank of China (China Eximbank),,no,no,,development
Chinese donors,60219,Congo Republic,China Eximbank signs $1.6 billion oil-backed loan framework agreement for infrastructure projects,"On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects t",3251118536.41072,USD (2021 constant),2589294788.0,3251118536.41072,2006-01-01,2006.0,,Active,energy,loan,public,Export-Import Bank of China (China Eximbank),,no,no,,development
Chinese donors,68871,Congo Republic,China Eximbank provides $26 million for Oyo Hospital Construction Project (Linked to Project ID#60219),"On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects t",52830676.2166742,USD (2021 constant),42076040.0,52830676.2166742,2006-01-01,2006.0,,Closed,health,loan,public,Export-Import Bank of China (China Eximbank),,no,no,,development
Chinese donors,68883,Congo Republic,China Eximbank provides $45 million loan for August 15 Camp Housing Units Construction Project (Linked to Project ID#60219),"On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects t",91437708.8365516,USD (2021 constant),72823916.0,91437708.8365516,2006-01-01,2006.0,,Closed,social protection,loan,public,Export-Import Bank of China (China Eximbank),,no,no,,development
Chinese donors,72791,Congo Republic,"China Eximbank provides $76 million loan for Makoua-Mambili Section of Owando-Makoua-Ouesso Road (RN2) Construction Project (Linked to Project ID#60219, #72792, #12892)","On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects t",154428130.479509,USD (2021 constant),122991502.0,154428130.479509,2006-01-01,2006.0,,Closed,transport,loan,public,Export-Import Bank of China (China Eximbank),,no,no,,development
Chinese donors,72792,Congo Republic,"China Eximbank provides $69 million loan for Mambili Bridge Construction Project (Linked to Project ID#60219, #72791, #12892)","On June 19, 2006, China Eximbank and the Republic of Congo signed a $1.6 billion loan framework agreement — also known in the Republic of Congo as the “strategic partnership” (“partenariat stratégique”) — that allowed the Republic of Congo to obtain China Eximbank loans for infrastructure projects t",140204486.882712,USD (2021 constant),111663338.0,140204486.882712,2006-01-01,2006.0,,Closed,transport,loan,public,Export-Import Bank of China (China Eximbank),,no,no,,development
Chinese donors,427,Equatorial Guinea,Chinese Government cancels $17.12 million of the Government of Equatorial Guinea’s outstanding obligations,"In 2006, Li Zhaoxing, China’s Foreign Minister, traveled to Africa, visiting Chad, Benin, Mozambique, the Central African Republic, Equatorial Guinea and Eritrea. During this trip, he signed a debt cancellation agreement with the Government of Equatorial Guinea. Neither party disclosed the amount of",34786968.3395947,USD (2021 constant),27705454.0,34786968.3395947,2006-01-01,2006.0,,Closed,governance,debt relief,public,China Ministry of Commerce,,no,no,,development
Chinese donors,484,Equatorial Guinea,"China Eximbank provides $2 billion oil-backed buyer’s credit loan facility for infrastructure projects (Linked to Project ID#62125, #62264)","In late 2006, China Eximbank and the Government of Equatorial Guinea signed a $2 billion buyer’s credit facility agreement (互惠贷款) for various infrastructure projects. All subsidiary loans approved under this buyer’s credit facility agreement carry the following terms: a 5.5% interest rate, a 5 year ",4063898170.5134,USD (2021 constant),3236618486.0,4063898170.5134,2006-01-01,2006.0,,Active,energy,loan,public,Export-Import Bank of China (China Eximbank),,no,no,,development
